label_id,text,label,entity_type,final_vote,number_agreed,number_disagreed,id
1551772148627,"Birds marked in Nepal and interior northern India bred in the southern Qinghai-Tibetan Plateau, migrating a relatively short distance without major stops.",0,goose,0,1,2,39578
1551772179175,"Fifty percent of bar-headed geese marked at Qinghai Lake, China underwent molt migration to an area separate from their breeding area, usually to the southeast.",0,goose,0,3,2,39580
1552127154083,"Each year, thousands of Ruby-throated Hummingbirds fly over the open water of the Gulf of Mexico rather than follow the longer shoreline route. These brave little birds will fly non-stop up to 500 miles to reach U.S. shores.",0,bird,0,1,0,40089
1552240184682,Chemical sourcing of a Late Archaic (ca. B.P.) copper artifact reveals extensive trade networks linking the coastal southeastern United States with the Great Lakes.,0,human,0,3,3,40345
1552240340202,Long-distance exchange of copper objects during the Archaic Period (ca. 8000–3000 cal B.P.) is a bellwether of emergent social complexity in the Eastern Woodlands.,0,human,0,3,2,40349
1552240365317,"Originating from the Great Lakes, the Canadian Maritimes, and the Appalachian Mountains, Archaic-age copper is found in significant amounts as far south as Tennessee and in isolated pockets at major trade centers in Louisiana but is absent from most of the southeastern United States.",0,human,0,4,4,40351
1552240410565,"The exotic copper and cremated remains are unique in coastal South Carolina and Georgia where Archaic-age cremations are conspicuously absent and no other Archaic copper objects have been reported. Elemental data produced through laser ablation inductively coupled plasma mass spectrometry shows the copper originated from the Great Lakes, effectively extending Archaic copper exchange almost 1,000 km beyond its traditional boundaries.",0,human,0,4,4,40354
1552144901376,DOI: 10.1128/JVI.00728-15             ArticleFigures & DataInfo & Metrics PDF         ABSTRACT,0,bird,1,3,1,40431
1552145006912,"In addition, another novel reassortant HPAIV of H5 clade 2.3.4.4 H5N2 (Eurasian [EA] polymerase basic 2 [PB2], polymerase acidic [PA], hemagglutinin [HA], matrix [M], and nonstructural [NS] protein-encoding gene segments) with North American [AM] lineage neuraminidase (NA), polymerase basic 1 (PB1), and nucleoprotein (NP) gene segments was identified as the cause of outbreaks in poultry farms in British Columbia and subsequently detected in wild waterfowl in Oregon near the Washington State border (8, 11).",0,bird,0,2,2,40443
1552145138196,"Interestingly, viruses from all genetic subgroups were subsequently detected in Japan in late 2014, where some waterfowl from Eurasia and North America winter.",0,bird,0,2,3,40472
1552145199019,"The map, by Dmthoth, is from Wikipedia Commons (http://commons.wikimedia.org/wiki/File:Blank_Map_Pacific_World.svg).",0,bird,1,3,1,40475
1552145667220,"- Ip, Hon S. AU  - Song, Chang-Seon AU  - Swayne, David E. A2  - García-Sastre, A. Y1  - 2015/06/15 UR  - http://jvi.asm.org/content/89/12/6521.abstract N2  - ",0,bird,1,5,1,40564
1552199727891,The woodchat shrike winters in a belt from Senegal to Somalia and breeds in southern Europe and northern Africa (9).,0,bird,0,2,2,40680
1552146104111,"Patterns of LPAI dynamics indeed vary in time and space; prevalence in waterfowl shows distinctive autumn peaks at major stopover sites in Europe [11], and there is also a large-scale latitudinal gradient of generally higher prevalence rates at northern than at southern sites [10].",0,bird,0,4,3,40778
1552146104111," Local-scale dynamics of LPAI subtypes may also be involved, demonstrated by variations within- as well as between-year at specific sites [11], [26], [27].",0,bird,0,4,3,40779
1552146390438,"Application of prior probabilities suggests that the majority of mallards staging at Ottenby originated from Estonia, southern and central Finland and northwestern Russia near Murmansk and the White Sea (Figure 2B).",0,duck,0,4,3,40806
1552146556680,Low similarity (Sørensen's index) between viral subtype diversity in mallards arriving at Ottenby in early versus late autumn clearly illustrated within-season shifts in virus subtypes.,0,duck,0,2,3,40873
1552146722281, Hatch-year mallards only were considered in most analyses.,0,duck,1,5,0,40935
1552150673402,"Even before the virus turned up in Turkey, the incidents at Qinghai and Erkhel and the spread of the H5N1 virus through Siberia and Kazakhstan had sparked new surveillance efforts.",0,bird,0,3,3,41189
1552150648276,"We're very concerned about India and Bangladesh,” says FAO's Juan Lubroth, because the bar-headed geese that breed at China's Qinghai Lake winter in South Asia",0,goose,0,4,3,41197
1552150648276,.,0,goose,0,4,3,41198
1552236917026,We migrate home from Belize on a plane (sometimes I even get to co-pilot the puddle-jumpers to Belize City!) ,0,human,0,4,4,41411
1552236917026,… Wood Thrush have to wing it there on their own power.,0,human,0,4,4,41412
1552237691520,"It probably wouldn’t breed in Indiana, for example, but might end up in New York state.",0,bird,0,2,1,41515
1552238056520,"They stick with their buddies from the central and north-east, and hang out in Nicaragua and Honduras",0,bird,0,2,2,41621
1552238180645,"The choice of route was generally predicted by where the birds were breeding, i.e. eastern breeders took the eastern (Florida) route, ",0,bird,1,3,0,41630
1552238169980,"The choice of route was generally predicted by where the birds were breeding, i.e. eastern breeders took the eastern (Florida) route",0,bird,0,2,1,41631
1552238169980,", while western breeders were more likely to cross the Gulf from Louisiana.   ",0,bird,0,2,1,41632
1552203088972,availableMar 2015Camila GómezValentina GómezLaura Cárdenas OrtizNicholas James Bayly,0,bird,1,5,1,41689
1552203160398,"We studied the fall migratory strategies of three species of thrush (Catharus ustulatus, C. fuscescens, and C. minimus) at 2 major migrant gateways into South America: the Dari´en and the Sierra Nevada de Santa Marta (SNSM) of northern Colombia.",0,bird,0,5,4,41701
1552203185535,"Assuming that migration route shapes the stopover strategy of birds and that our sites receive birds from 2 different routes, we predicted that (1) migrants travelling over land through Central America (Dari ´en) would make short and frequent stopovers followed by short flights and (2) migrants crossing the Caribbean (SNSM) would make few and long stopovers to acquire fuel for longer flights.",0,bird,0,3,3,41703
1552203225818,"Each species adopted a different stopover strategy, with Swainson’s Thrush arriving in South America through the Darién, making the shortest stopovers and achieving the shortest flight ranges (800 km); ",0,bird,1,2,0,41706
1552203210678," Gray-cheeked Thrush arriving primarily through the Dari´en, making short stopovers but achieving longer flight ranges (1,200 km); and Veery arriving in both the Dari´en and the SNSM, making the longest stopovers and achieving the longest flight ranges (1,900 km).",0,bird,1,5,1,41707
1552203456474,Energy reserves stored by migrating Gray-cheeked Thrushes Catharus minimus at a spring stopover site in northern Colombia are sufficient for a long-distance flight to North America,0,bird,0,2,2,41711
1552203608589,"Identifying birds’ needs on migration is therefore central to designing conservation actions for Nearctic-Neotropical migratory birds; yet migration through the Neotropics is a significant knowledge gap in our understanding of the full annual cycle. Here, we synthesise current knowledge of Neotropical stopover regions and migratory bottlenecks, focusing on long-distance, migratory landbirds that spend the boreal winter in South America.",0,bird,0,4,3,41734
1552203804449,James BaylyCamila GómezLaura Cárdenas OrtizMartha Rubio,0,bird,1,5,2,41786
1552203956586,"Fuel loads were larger in spring for 16 of 17 species, and the mean spring fuel load for transient species (32.5% LBM) was sufficient for a flight from northeast Belize to North America without refueling.",0,bird,0,3,4,41860
1552203971742,The similarity in spring passage times between northeast Belize and the Gulf Coast of the United States also suggests that energy reserves were not replenished in northeast Belize prior to crossing the Gulf of Mexico.,0,bird,0,2,1,41862
1552203986865,We hypothesize that sufficient energy reserves are accumulated during spring stopovers in northern South America or elsewhere in Mesoamerica to allow migrants to fly directly to North America without refueling.,0,bird,0,2,1,41864
1552204072747,"We studied species occurrence and stopover behavior in Empidonax flycatchers during fall and spring migration in northeast Belize. We recorded 173 individuals of five species of Empidonax flycatcher during fall migration but just one individual during spring migration, suggesting that spring migration routes for the majority of species do not pass through northeast Belize.",0,bird,0,2,2,41877
1552204092904,"These findings, in combination with secondary sources of information, indicate that the former two species have an affinity for a trans-Guff migration route to the Yucatán peninsula during the fall, while the latter three species generally adopt a circum-Gutf route via Mexico.",0,bird,0,2,1,41880
1552201592404,"Each spring and fall, neotropical songbirds amass by the millions to migrate between No",0,bird,0,2,3,41930
1552201592404,rth and South America.,0,bird,0,2,3,41931
1552201894286,had lights on.neo tropical stop over habitat being destroyed at Texas coast.recently Texas atm at Galveston wiped out a whole grove of mulberry trees.,0,bird,0,3,2,41999
1552201894286,these rest areas provide important food sources(berries and rest).mulberry trees should be federally protected.there is still orchard left there but it’s now be threaten by more development.these trees only grow seven feet every ten years.these trees and resting areas are vital after long journey over gulf of Mexico from Yucatan while neos are coming back for spring to north America from tropics especially if a wave of birds encounter terrible coastal spring storms like cold fronts.they need these habitats.more protected reserves are needed here and  protected from development.,0,bird,0,3,2,42000
1552201894286,the wind mills must be dismantled in gulf coast areas immediately..another good ideal would be oil rigs in gulf that aren’t producing and abandoned could be,0,bird,0,3,2,42001
1552234127773,"On the return trip from the Arctic, the knot stopped on an Atlantic Coast barrier island in New Jersey, where it had to compete with people for beach space during peak tourist season in late August.",0,bird,0,3,2,42044
1552234163611,"We knew we’d find red knots on that island in Brazil in February, and we knew to expect them on the Delaware Bay in May.",0,bird,0,2,2,42050
1552234183980,It was banded in Argentina sometime before 2007 and been seen at TNC’s Virginia Coast Reserve and the Delaware Bay.,0,bird,0,1,1,42055
1552234204405,"It was originally captured and banded on the Delaware Bay in 2012, and had been seen every year since in both Brazil and the bay.",0,bird,0,2,2,42059
1552234219655,Many red knots truly travel from one end of the earth to the other.,0,bird,0,1,0,42063
1552234270328,"On another trip to Brazil this past winter, I was reminded again of the uncannily small world of shorebirds.",0,human,0,2,3,42067
1552234403713,"Like the Delaware Bay, the Yellow Sea is critical refueling station for shorebirds making the long journey to the Arctic from Australian wintering sites.",0,bird,0,2,1,42085
1557141153088,"First woman across the Atlantic, ",0,airplane,0,3,2,42247
1557141153088,first woman to fly nonstop across the U.S.,0,airplane,0,3,2,42248
1557141137926,First woman across the Atlantic,0,airplane,0,3,2,42249
1557141137926,", first woman to fly nonstop across the U.S.",0,airplane,0,3,2,42250
1557587337425,"In September of 1678, the Griffon left Lake Michigan's Green Bay... and vanished.",0,ship,0,4,3,42557
1557588074911,"Built in Sweden in 1911, the stream ship was first christened as the Ångermanelfven for a German shipping company and served as a trading vessel between Hamburg and Germany until the advent of World War I.",0,ship,0,3,3,42651
1557217688010,"Crossing the river on October 13, the lead elements of van Rensselaer's army achieved some success during the early parts of the Battle of Queenston Heights.",0,human,0,3,3,42789
1557213276615,"Dropping down to Norfolk in June, Barron began provisioning Chesapeake for its voyage.",0,ship,0,3,2,42860
1557213306775,"On June 22, Barron departed Norfolk.",0,ship,0,3,2,42862
1557138514242,Pike's First Western Expedition       ,0,human,1,5,0,42966
1557138750641,He stuck to his story that he believed he had been exploring within American territory.      ,0,human,1,5,0,42989
1557135132291,"After considerable explorations in South America, the Beagle reached the Galapagos Islands in September 1835.",0,human,0,2,3,43090
1557216499083,"On March 28, they landed in the Philippines and befriended a tribal king, Rajah Humabon of Cebu Island.",0,ship,0,5,4,43174
1557216619631,"To ensure that one ship would make it back to Spain, the Trinidad headed east while the Victoria continued west.      ",0,ship,1,7,2,43179
1557211495331,"Taking control of the ship, they steered for Wonsan and arrived around 7:00 PM.",0,ship,0,3,2,43287
1557593493837,"The following month, Lusitania departed for New York on April 17, with Captain William Thomas Turner in command.",0,ship,0,3,2,43355
1557593508935,"The commodore of the Cunard fleet, Turner was an experienced mariner and reached New York on the 24th.",0,ship,0,3,2,43356
1557593674726,"Upon receiving another warning around 11:00 AM on May 7, he turned northeast towards the coast, incorrectly believing that submarines would likely keep to the open sea.",0,ship,0,3,2,43368
1557130860478,"Conducting initial training through the summer and fall, New Mexico departed home waters in January 1919 to escort President Woodrow Wilson, aboard the liner George Washington, back from the Versailles pe",0,ship,1,7,0,43501
